sale_date,domain,quantity
2023-02-14,Groceries,378
2023-02-14,Clothing,144
2023-02-14,Toys,160
2023-02-14,Clothing,58
2023-02-14,Groceries,39
2023-02-14,Furniture,54
2023-02-14,Clothing,1
2023-02-14,Toys,176
2023-02-14,Clothing,49
2023-02-14,Groceries,385
2023-02-14,Clothing,121
2023-02-14,Electronics,96
2023-02-14,Toys,157
2023-02-14,Clothing,130
2023-02-14,Clothing,4
2023-02-14,Electronics,273
2023-02-14,Toys,299
2023-02-14,Clothing,126
2023-02-14,Furniture,36
2023-02-14,Toys,41
2023-02-14,Groceries,195
2023-02-14,Toys,22
2023-02-14,Groceries,300
2023-02-14,Furniture,194
2023-02-14,Electronics,276
2023-02-14,Toys,213
2023-02-14,Furniture,440
2023-02-14,Toys,320
2023-02-15,Clothing,37
2023-02-15,Electronics,87
2023-02-15,Groceries,96
2023-02-15,Electronics,73
2023-02-15,Toys,438
2023-02-15,Clothing,123
2023-02-15,Electronics,40
2023-02-15,Clothing,246
2023-02-15,Electronics,143
2023-02-15,Electronics,35
2023-02-15,Toys,183
2023-02-15,Clothing,22
2023-02-15,Clothing,91
2023-02-15,Furniture,114
2023-02-15,Groceries,74
2023-02-15,Electronics,179
2023-02-15,Toys,76
2023-02-15,Toys,86
2023-02-15,Toys,47
2023-02-15,Furniture,269
2023-02-15,Groceries,241
2023-02-15,Toys,43
2023-02-15,Groceries,76
2023-02-15,Electronics,76
2023-02-15,Electronics,174
2023-02-15,Furniture,4
2023-02-15,Groceries,224
2023-02-15,Clothing,60
2023-02-15,Furniture,75
2023-02-15,Toys,128
2023-02-15,Furniture,172
2023-02-15,Furniture,244
2023-02-15,Electronics,114
2023-02-15,Clothing,167
2023-02-15,Furniture,70
2023-02-15,Clothing,36
2023-02-15,Furniture,178
2023-02-15,Furniture,214
2023-02-15,Clothing,50
2023-02-15,Groceries,128
2023-02-15,Electronics,240
2023-02-15,Furniture,14
2023-02-15,Electronics,34
2023-02-15,Toys,45
2023-02-15,Electronics,229
2023-02-15,Electronics,16
2023-02-15,Toys,18
2023-02-15,Toys,176
2023-02-15,Furniture,25
2023-02-15,Furniture,46
2023-02-15,Furniture,28
2023-02-15,Toys,97
2023-02-15,Groceries,66
2023-02-15,Clothing,366
2023-02-15,Groceries,88
2023-02-15,Toys,15
2023-02-15,Electronics,132
2023-02-15,Groceries,52
2023-02-15,Electronics,400
2023-02-15,Furniture,366
2023-02-15,Clothing,79
2023-02-15,Electronics,64
2023-02-15,Clothing,215
2023-02-15,Groceries,255
2023-02-15,Furniture,115
2023-02-15,Clothing,79
2023-02-15,Electronics,198
2023-02-15,Clothing,72
2023-02-15,Furniture,134
2023-02-15,Groceries,82
2023-02-15,Clothing,64
2023-02-15,Groceries,137
2023-02-15,Clothing,119
2023-02-15,Groceries,31
2023-02-15,Toys,43
2023-02-15,Toys,25
2023-02-15,Furniture,199
2023-02-15,Clothing,156
2023-02-15,Furniture,1
2023-02-15,Groceries,131
2023-02-15,Furniture,93
2023-02-15,Furniture,94
2023-02-15,Furniture,418
2023-02-15,Groceries,163
2023-02-15,Electronics,0
2023-02-15,Groceries,47
2023-02-15,Toys,233
2023-02-15,Groceries,98
2023-02-15,Clothing,89
2023-02-15,Furniture,33
2023-02-15,Toys,383
2023-02-15,Groceries,66
2023-02-15,Clothing,394
2023-02-15,Toys,66
2023-02-15,Toys,73
2023-02-15,Groceries,266
2023-02-15,Clothing,43
2023-02-15,Furniture,95
2023-02-15,Clothing,351
2023-02-15,Furniture,47
2023-02-16,Clothing,77
2023-02-16,Electronics,147
2023-02-16,Furniture,26
2023-02-16,Groceries,24
2023-02-16,Clothing,368
2023-02-16,Clothing,111
2023-02-16,Electronics,62
2023-02-16,Furniture,3
2023-02-16,Toys,354
2023-02-16,Electronics,242
2023-02-16,Groceries,45
2023-02-16,Electronics,126
2023-02-16,Toys,276
2023-02-16,Toys,66
2023-02-16,Clothing,22
2023-02-16,Toys,295
2023-02-16,Groceries,190
2023-02-16,Clothing,106
2023-02-16,Furniture,245
2023-02-16,Furniture,102
2023-02-16,Furniture,80
2023-02-16,Groceries,104
2023-02-16,Toys,169
2023-02-16,Toys,27
2023-02-16,Furniture,45
2023-02-16,Electronics,166
2023-02-16,Clothing,131
2023-02-16,Toys,398
2023-02-16,Furniture,86
2023-02-16,Furniture,300
2023-02-16,Clothing,97
2023-02-16,Toys,112
2023-02-16,Electronics,148
2023-02-16,Clothing,0
2023-02-16,Clothing,86
2023-02-16,Electronics,46
2023-02-16,Furniture,43
2023-02-16,Electronics,30
2023-02-16,Groceries,105
2023-02-16,Toys,148
2023-02-16,Furniture,199
2023-02-16,Groceries,113
2023-02-16,Furniture,246
2023-02-16,Electronics,187
2023-02-16,Electronics,83
2023-02-16,Groceries,241
2023-02-16,Electronics,217
2023-02-16,Clothing,16
2023-02-16,Toys,5
2023-02-16,Groceries,363
2023-02-16,Furniture,244
2023-02-16,Furniture,381
2023-02-16,Furniture,50
2023-02-16,Toys,234
2023-02-16,Clothing,153
2023-02-16,Clothing,16
2023-02-16,Electronics,122
2023-02-16,Clothing,99
2023-02-16,Furniture,379
2023-02-16,Toys,97
2023-02-16,Clothing,11
2023-02-16,Furniture,104
2023-02-16,Groceries,126
2023-02-16,Electronics,43
2023-02-16,Furniture,395
2023-02-16,Toys,108
2023-02-16,Furniture,367
2023-02-16,Toys,110
2023-02-16,Electronics,410
2023-02-16,Furniture,25
2023-02-16,Furniture,20
2023-02-16,Groceries,47
2023-02-16,Toys,57
2023-02-16,Furniture,23
2023-02-16,Clothing,318
2023-02-16,Furniture,165
2023-02-16,Toys,57
2023-02-16,Groceries,0
2023-02-16,Furniture,123
2023-02-16,Furniture,129
2023-02-16,Electronics,51
2023-02-16,Groceries,53
2023-02-16,Furniture,150
2023-02-16,Toys,75
2023-02-16,Furniture,103
2023-02-16,Groceries,90
2023-02-16,Furniture,83
2023-02-16,Groceries,40
2023-02-16,Furniture,38
2023-02-16,Electronics,24
2023-02-16,Clothing,135
2023-02-16,Clothing,215
2023-02-16,Furniture,13
2023-02-16,Groceries,83
2023-02-16,Furniture,173
2023-02-16,Clothing,22
2023-02-16,Clothing,231
2023-02-16,Groceries,41
2023-02-16,Toys,101
2023-02-16,Groceries,235
2023-02-17,Furniture,94
2023-02-17,Furniture,51
2023-02-17,Clothing,191
2023-02-17,Electronics,104
2023-02-17,Clothing,206
2023-02-17,Electronics,143
2023-02-17,Groceries,88
2023-02-17,Clothing,48
2023-02-17,Furniture,102
2023-02-17,Groceries,207
2023-02-17,Furniture,128
2023-02-17,Electronics,35
2023-02-17,Groceries,180
2023-02-17,Toys,14
2023-02-17,Electronics,48
2023-02-17,Groceries,199
2023-02-17,Furniture,350
2023-02-17,Toys,375
2023-02-17,Electronics,101
2023-02-17,Groceries,111
2023-02-17,Toys,77
2023-02-17,Toys,120
2023-02-17,Furniture,125
2023-02-17,Groceries,173
2023-02-17,Clothing,160
2023-02-17,Furniture,19
2023-02-17,Electronics,9
2023-02-17,Electronics,177
2023-02-17,Toys,50
2023-02-17,Clothing,134
2023-02-17,Groceries,21
2023-02-17,Electronics,41
2023-02-17,Toys,119
2023-02-17,Clothing,63
2023-02-17,Toys,469
2023-02-17,Clothing,119
2023-02-17,Groceries,198
2023-02-17,Groceries,52
2023-02-17,Toys,93
2023-02-17,Furniture,395
2023-02-17,Groceries,233
2023-02-17,Toys,138
2023-02-17,Furniture,98
2023-02-17,Electronics,192
2023-02-17,Clothing,111
2023-02-17,Furniture,201
2023-02-17,Groceries,21
2023-02-17,Groceries,26
2023-02-17,Furniture,162
2023-02-17,Groceries,215
2023-02-17,Furniture,192
2023-02-17,Groceries,242
2023-02-17,Clothing,73
2023-02-17,Electronics,31
2023-02-17,Electronics,109
2023-02-17,Electronics,230
2023-02-17,Clothing,23
2023-02-17,Toys,168
2023-02-17,Furniture,80
2023-02-17,Toys,1
2023-02-17,Clothing,59
2023-02-17,Electronics,144
2023-02-17,Furniture,216
2023-02-17,Clothing,47
2023-02-17,Groceries,195
2023-02-17,Groceries,174
2023-02-17,Electronics,21
2023-02-17,Toys,98
2023-02-17,Toys,257
2023-02-17,Toys,84
2023-02-17,Groceries,12
2023-02-17,Clothing,24
2023-02-17,Electronics,137
2023-02-17,Electronics,40
2023-02-17,Clothing,37
2023-02-17,Electronics,131
2023-02-17,Furniture,28
2023-02-17,Electronics,146
2023-02-17,Clothing,208
2023-02-17,Furniture,121
2023-02-17,Clothing,45
2023-02-17,Toys,269
2023-02-17,Electronics,26
2023-02-17,Clothing,210
2023-02-17,Furniture,239
2023-02-17,Furniture,156
2023-02-17,Toys,59
2023-02-17,Electronics,37
2023-02-17,Clothing,74
2023-02-17,Groceries,151
2023-02-17,Groceries,176
2023-02-17,Electronics,115
2023-02-17,Groceries,229
2023-02-17,Furniture,26
2023-02-17,Toys,250
2023-02-17,Clothing,114
2023-02-17,Furniture,112
2023-02-17,Furniture,25
2023-02-17,Toys,168
2023-02-17,Groceries,316
2023-02-18,Furniture,78
2023-02-18,Furniture,53
2023-02-18,Clothing,326
2023-02-18,Furniture,74
2023-02-18,Furniture,320
2023-02-18,Toys,109
2023-02-18,Electronics,45
2023-02-18,Clothing,233
2023-02-18,Toys,47
2023-02-18,Electronics,64
2023-02-18,Furniture,161
2023-02-18,Furniture,217
2023-02-18,Toys,196
2023-02-18,Electronics,40
2023-02-18,Furniture,25
2023-02-18,Electronics,53
2023-02-18,Toys,2
2023-02-18,Toys,236
2023-02-18,Electronics,120
2023-02-18,Toys,423
2023-02-18,Clothing,443
2023-02-18,Clothing,27
2023-02-18,Groceries,164
2023-02-18,Clothing,230
2023-02-18,Groceries,279
2023-02-18,Clothing,40
2023-02-18,Groceries,71
2023-02-18,Clothing,65
2023-02-18,Furniture,101
2023-02-18,Groceries,95
2023-02-18,Groceries,52
2023-02-18,Groceries,23
2023-02-18,Furniture,343
2023-02-18,Furniture,52
2023-02-18,Electronics,88
2023-02-18,Toys,12
2023-02-18,Toys,227
2023-02-18,Clothing,49
2023-02-18,Furniture,241
2023-02-18,Toys,139
2023-02-18,Toys,42
2023-02-18,Clothing,210
2023-02-18,Furniture,67
2023-02-18,Furniture,26
2023-02-18,Toys,21
2023-02-18,Electronics,35
2023-02-18,Furniture,288
2023-02-18,Groceries,228
2023-02-18,Groceries,46
2023-02-18,Clothing,215
2023-02-18,Toys,455
2023-02-18,Furniture,2
2023-02-18,Furniture,35
2023-02-18,Furniture,101
2023-02-18,Furniture,87
2023-02-18,Electronics,169
2023-02-18,Groceries,55
2023-02-18,Groceries,115
2023-02-18,Groceries,259
2023-02-18,Electronics,170
2023-02-18,Groceries,134
2023-02-18,Furniture,227
2023-02-18,Electronics,47
2023-02-18,Furniture,227
2023-02-18,Furniture,31
2023-02-18,Groceries,319
2023-02-18,Clothing,38
2023-02-18,Clothing,219
2023-02-18,Electronics,232
2023-02-18,Electronics,162
2023-02-18,Furniture,27
2023-02-18,Furniture,8
2023-02-18,Clothing,233
2023-02-18,Electronics,231
2023-02-18,Electronics,304
2023-02-18,Clothing,172
2023-02-18,Electronics,6
2023-02-18,Groceries,425
2023-02-18,Furniture,4
2023-02-18,Toys,58
2023-02-18,Electronics,7
2023-02-18,Groceries,252
2023-02-18,Electronics,218
2023-02-18,Clothing,334
2023-02-18,Toys,232
2023-02-18,Electronics,188
2023-02-18,Toys,133
2023-02-18,Groceries,9
2023-02-18,Clothing,33
2023-02-18,Groceries,453
2023-02-18,Clothing,50
2023-02-18,Clothing,111
2023-02-18,Groceries,155
2023-02-18,Furniture,153
2023-02-18,Clothing,324
2023-02-18,Electronics,69
2023-02-18,Furniture,410
2023-02-18,Electronics,191
2023-02-18,Toys,110
2023-02-18,Clothing,86
2023-02-19,Furniture,69
2023-02-19,Toys,50
2023-02-19,Electronics,161
2023-02-19,Electronics,23
2023-02-19,Groceries,306
2023-02-19,Furniture,103
2023-02-19,Furniture,57
2023-02-19,Groceries,6
2023-02-19,Toys,323
2023-02-19,Toys,319
2023-02-19,Electronics,209
2023-02-19,Furniture,215
2023-02-19,Electronics,9
2023-02-19,Toys,14
2023-02-19,Toys,157
2023-02-19,Clothing,82
2023-02-19,Clothing,137
2023-02-19,Electronics,412
2023-02-19,Furniture,13
2023-02-19,Groceries,68
2023-02-19,Furniture,26
2023-02-19,Furniture,42
2023-02-19,Clothing,5
2023-02-19,Electronics,74
2023-02-19,Toys,106
2023-02-19,Furniture,133
2023-02-19,Electronics,75
2023-02-19,Clothing,39
2023-02-19,Electronics,62
2023-02-19,Clothing,138
2023-02-19,Furniture,79
2023-02-19,Furniture,68
2023-02-19,Electronics,396
2023-02-19,Groceries,165
2023-02-19,Electronics,88
2023-02-19,Toys,141
2023-02-19,Groceries,97
2023-02-19,Toys,21
2023-02-19,Clothing,173
2023-02-19,Electronics,168
2023-02-19,Groceries,196
2023-02-19,Toys,58
2023-02-19,Groceries,280
2023-02-19,Furniture,367
2023-02-19,Electronics,123
2023-02-19,Electronics,263
2023-02-19,Groceries,115
2023-02-19,Clothing,20
2023-02-19,Furniture,124
2023-02-19,Furniture,68
2023-02-19,Toys,9
2023-02-19,Clothing,63
2023-02-19,Furniture,76
2023-02-19,Clothing,25
2023-02-19,Furniture,60
2023-02-19,Clothing,180
2023-02-19,Electronics,171
2023-02-19,Toys,175
2023-02-19,Clothing,85
2023-02-19,Toys,142
2023-02-19,Electronics,374
2023-02-19,Clothing,131
2023-02-19,Toys,35
2023-02-19,Furniture,43
2023-02-19,Groceries,60
2023-02-19,Toys,211
2023-02-19,Clothing,33
2023-02-19,Toys,182
2023-02-19,Furniture,110
2023-02-19,Electronics,218
2023-02-19,Electronics,214
2023-02-19,Groceries,406
2023-02-19,Groceries,99
2023-02-19,Groceries,55
2023-02-19,Electronics,161
2023-02-19,Groceries,36
2023-02-19,Groceries,269
2023-02-19,Clothing,140
2023-02-19,Toys,42
2023-02-19,Groceries,50
2023-02-19,Toys,391
2023-02-19,Electronics,302
2023-02-19,Furniture,298
2023-02-19,Furniture,168
2023-02-19,Furniture,22
2023-02-19,Furniture,338
2023-02-19,Groceries,102
2023-02-19,Furniture,65
2023-02-19,Toys,340
2023-02-19,Furniture,305
2023-02-19,Furniture,69
2023-02-19,Electronics,62
2023-02-19,Groceries,129
2023-02-19,Groceries,32
2023-02-19,Clothing,104
2023-02-19,Electronics,109
2023-02-19,Groceries,91
2023-02-19,Toys,262
2023-02-19,Toys,225
2023-02-19,Clothing,102
2023-02-20,Toys,77
2023-02-20,Electronics,466
2023-02-20,Groceries,53
2023-02-20,Groceries,146
2023-02-20,Electronics,150
2023-02-20,Furniture,177
2023-02-20,Groceries,31
2023-02-20,Furniture,86
2023-02-20,Clothing,116
2023-02-20,Groceries,15
2023-02-20,Clothing,264
2023-02-20,Furniture,17
2023-02-20,Groceries,30
2023-02-20,Clothing,147
2023-02-20,Furniture,12
2023-02-20,Groceries,124
2023-02-20,Clothing,31
2023-02-20,Furniture,189
2023-02-20,Groceries,77
2023-02-20,Clothing,88
2023-02-20,Furniture,142
2023-02-20,Toys,268
2023-02-20,Groceries,0
2023-02-20,Groceries,384
2023-02-20,Groceries,37
2023-02-20,Toys,57
2023-02-20,Groceries,123
2023-02-20,Clothing,111
2023-02-20,Clothing,187
2023-02-20,Groceries,144
2023-02-20,Toys,4
2023-02-20,Electronics,157
2023-02-20,Furniture,63
2023-02-20,Electronics,33
2023-02-20,Groceries,212
2023-02-20,Groceries,59
2023-02-20,Electronics,238
2023-02-20,Clothing,102
2023-02-20,Clothing,114
2023-02-20,Toys,161
2023-02-20,Toys,229
2023-02-20,Furniture,53
2023-02-20,Toys,60
2023-02-20,Electronics,149
2023-02-20,Clothing,234
2023-02-20,Toys,91
2023-02-20,Toys,32
2023-02-20,Toys,85
2023-02-20,Furniture,13
2023-02-20,Furniture,433
2023-02-20,Groceries,287
2023-02-20,Electronics,41
2023-02-20,Furniture,88
2023-02-20,Electronics,158
2023-02-20,Furniture,33
2023-02-20,Electronics,105
2023-02-20,Groceries,26
2023-02-20,Toys,340
2023-02-20,Electronics,341
2023-02-20,Clothing,7
2023-02-20,Electronics,19
2023-02-20,Clothing,55
2023-02-20,Toys,340
2023-02-20,Furniture,48
2023-02-20,Groceries,25
2023-02-20,Toys,123
2023-02-20,Electronics,74
2023-02-20,Groceries,25
2023-02-20,Clothing,287
2023-02-20,Furniture,264
2023-02-20,Furniture,302
2023-02-20,Furniture,44
2023-02-20,Furniture,137
2023-02-20,Clothing,32
2023-02-20,Toys,24
2023-02-20,Clothing,18
2023-02-20,Toys,431
2023-02-20,Toys,35
2023-02-20,Electronics,72
2023-02-20,Furniture,19
2023-02-20,Furniture,28
2023-02-20,Toys,2
2023-02-20,Toys,112
2023-02-20,Electronics,2
2023-02-20,Electronics,119
2023-02-20,Clothing,102
2023-02-20,Clothing,272
2023-02-20,Clothing,115
2023-02-20,Toys,214
2023-02-20,Furniture,145
2023-02-20,Toys,38
2023-02-20,Electronics,94
2023-02-20,Groceries,52
2023-02-20,Toys,78
2023-02-20,Furniture,71
2023-02-20,Electronics,252
2023-02-20,Furniture,213
2023-02-20,Furniture,154
2023-02-20,Electronics,50
2023-02-20,Clothing,424
2023-02-21,Groceries,338
2023-02-21,Electronics,256
2023-02-21,Clothing,10
2023-02-21,Electronics,102
2023-02-21,Groceries,23
2023-02-21,Clothing,24
2023-02-21,Toys,85
2023-02-21,Clothing,42
2023-02-21,Clothing,402
2023-02-21,Electronics,17
2023-02-21,Electronics,62
2023-02-21,Clothing,210
2023-02-21,Electronics,218
2023-02-21,Electronics,27
2023-02-21,Furniture,317
2023-02-21,Toys,323
2023-02-21,Groceries,218
2023-02-21,Clothing,153
2023-02-21,Clothing,74
2023-02-21,Groceries,238
2023-02-21,Clothing,134
2023-02-21,Furniture,147
2023-02-21,Toys,121
2023-02-21,Toys,117
2023-02-21,Clothing,105
2023-02-21,Electronics,129
2023-02-21,Furniture,296
2023-02-21,Furniture,141
2023-02-21,Clothing,71
2023-02-21,Clothing,17
2023-02-21,Furniture,122
2023-02-21,Furniture,157
2023-02-21,Electronics,71
2023-02-21,Groceries,309
2023-02-21,Furniture,209
2023-02-21,Furniture,260
2023-02-21,Toys,298
2023-02-21,Groceries,247
2023-02-21,Groceries,189
2023-02-21,Clothing,123
2023-02-21,Clothing,313
2023-02-21,Toys,16
2023-02-21,Clothing,0
2023-02-21,Clothing,88
2023-02-21,Furniture,219
2023-02-21,Electronics,420
2023-02-21,Groceries,156
2023-02-21,Furniture,305
2023-02-21,Electronics,199
2023-02-21,Furniture,41
2023-02-21,Furniture,101
2023-02-21,Furniture,93
2023-02-21,Groceries,50
2023-02-21,Groceries,26
2023-02-21,Toys,12
2023-02-21,Toys,312
2023-02-21,Toys,140
2023-02-21,Clothing,67
2023-02-21,Furniture,142
2023-02-21,Electronics,134
2023-02-21,Furniture,9
2023-02-21,Toys,3
2023-02-21,Furniture,58
2023-02-21,Electronics,26
2023-02-21,Furniture,296
2023-02-21,Toys,153
2023-02-21,Electronics,69
2023-02-21,Electronics,266
2023-02-21,Clothing,136
2023-02-21,Groceries,67
2023-02-21,Toys,97
2023-02-21,Clothing,50
2023-02-21,Groceries,122
2023-02-21,Electronics,268
2023-02-21,Clothing,31
2023-02-21,Furniture,38
2023-02-21,Toys,180
2023-02-21,Furniture,8
2023-02-21,Electronics,18
2023-02-21,Groceries,62
2023-02-21,Toys,171
2023-02-21,Toys,201
2023-02-21,Clothing,52
2023-02-21,Clothing,63
2023-02-21,Groceries,46
2023-02-21,Toys,49
2023-02-21,Clothing,169
2023-02-21,Toys,14
2023-02-21,Clothing,31
2023-02-21,Groceries,242
2023-02-21,Clothing,137
2023-02-21,Clothing,25
2023-02-21,Furniture,272
2023-02-21,Clothing,239
2023-02-21,Furniture,227
2023-02-21,Clothing,61
2023-02-21,Toys,68
2023-02-21,Groceries,86
2023-02-21,Electronics,91
2023-02-21,Furniture,98
2023-02-22,Clothing,242
2023-02-22,Furniture,42
2023-02-22,Groceries,50
2023-02-22,Furniture,87
2023-02-22,Toys,77
2023-02-22,Clothing,63
2023-02-22,Toys,158
2023-02-22,Toys,39
2023-02-22,Groceries,145
2023-02-22,Furniture,4
2023-02-22,Furniture,314
2023-02-22,Furniture,130
2023-02-22,Electronics,290
2023-02-22,Clothing,156
2023-02-22,Groceries,109
2023-02-22,Furniture,169
2023-02-22,Toys,357
2023-02-22,Groceries,33
2023-02-22,Clothing,231
2023-02-22,Toys,83
2023-02-22,Groceries,271
2023-02-22,Furniture,129
2023-02-22,Groceries,362
2023-02-22,Toys,70
2023-02-22,Electronics,61
2023-02-22,Furniture,178
2023-02-22,Clothing,405
2023-02-22,Furniture,73
2023-02-22,Furniture,11
2023-02-22,Clothing,214
2023-02-22,Clothing,39
2023-02-22,Furniture,57
2023-02-22,Groceries,79
2023-02-22,Clothing,102
2023-02-22,Toys,323
2023-02-22,Groceries,192
2023-02-22,Groceries,161
2023-02-22,Clothing,7
2023-02-22,Clothing,304
2023-02-22,Groceries,30
2023-02-22,Groceries,237
2023-02-22,Toys,72
2023-02-22,Toys,193
2023-02-22,Electronics,105
2023-02-22,Groceries,73
2023-02-22,Groceries,262
2023-02-22,Clothing,12
2023-02-22,Furniture,2
2023-02-22,Furniture,278
2023-02-22,Furniture,129
2023-02-22,Furniture,128
2023-02-22,Groceries,116
2023-02-22,Clothing,135
2023-02-22,Electronics,60
2023-02-22,Toys,20
2023-02-22,Clothing,292
2023-02-22,Toys,46
2023-02-22,Clothing,96
2023-02-22,Groceries,31
2023-02-22,Electronics,276
2023-02-22,Toys,47
2023-02-22,Clothing,381
2023-02-22,Groceries,70
2023-02-22,Clothing,311
2023-02-22,Groceries,27
2023-02-22,Electronics,120
2023-02-22,Furniture,122
2023-02-22,Electronics,185
2023-02-22,Electronics,49
2023-02-22,Clothing,103
2023-02-22,Groceries,398
2023-02-22,Groceries,59
2023-02-22,Groceries,253
2023-02-22,Groceries,63
2023-02-22,Furniture,282
2023-02-22,Toys,152
2023-02-22,Clothing,11
2023-02-22,Groceries,129
2023-02-22,Groceries,234
2023-02-22,Toys,116
2023-02-22,Furniture,57
2023-02-22,Toys,39
2023-02-22,Furniture,38
2023-02-22,Clothing,108
2023-02-22,Clothing,148
2023-02-22,Electronics,24
2023-02-22,Clothing,159
2023-02-22,Clothing,116
2023-02-22,Toys,48
2023-02-22,Groceries,59
2023-02-22,Toys,53
2023-02-22,Clothing,201
2023-02-22,Clothing,58
2023-02-22,Furniture,425
2023-02-22,Toys,35
2023-02-22,Groceries,314
2023-02-22,Electronics,152
2023-02-22,Electronics,67
2023-02-22,Toys,65
2023-02-22,Groceries,30
2023-02-23,Clothing,70
2023-02-23,Clothing,138
2023-02-23,Toys,425
2023-02-23,Groceries,204
2023-02-23,Toys,60
2023-02-23,Groceries,174
2023-02-23,Electronics,266
2023-02-23,Groceries,237
2023-02-23,Toys,139
2023-02-23,Electronics,228
2023-02-23,Electronics,279
2023-02-23,Furniture,60
2023-02-23,Toys,158
2023-02-23,Toys,288
2023-02-23,Toys,60
2023-02-23,Electronics,39
2023-02-23,Toys,100
2023-02-23,Furniture,400
2023-02-23,Toys,53
2023-02-23,Furniture,93
2023-02-23,Clothing,19
2023-02-23,Electronics,20
2023-02-23,Furniture,93
2023-02-23,Furniture,302
2023-02-23,Toys,114
2023-02-23,Electronics,17
2023-02-23,Furniture,239
2023-02-23,Furniture,202
2023-02-23,Toys,202
2023-02-23,Furniture,17
2023-02-23,Toys,128
2023-02-23,Clothing,184
2023-02-23,Clothing,18
2023-02-23,Furniture,269
2023-02-23,Toys,91
2023-02-23,Furniture,26
2023-02-23,Furniture,235
2023-02-23,Electronics,65
2023-02-23,Groceries,235
2023-02-23,Groceries,184
2023-02-23,Electronics,243
2023-02-23,Groceries,6
2023-02-23,Toys,271
2023-02-23,Clothing,101
2023-02-23,Toys,204
2023-02-23,Groceries,100
2023-02-23,Groceries,89
2023-02-23,Clothing,21
2023-02-23,Furniture,129
2023-02-23,Toys,170
2023-02-23,Electronics,45
2023-02-23,Toys,157
2023-02-23,Clothing,237
2023-02-23,Electronics,88
2023-02-23,Electronics,53
2023-02-23,Groceries,187
2023-02-23,Electronics,37
2023-02-23,Groceries,47
2023-02-23,Electronics,3
2023-02-23,Clothing,77
2023-02-23,Electronics,239
2023-02-23,Groceries,233
2023-02-23,Toys,98
2023-02-23,Groceries,130
2023-02-23,Groceries,245
2023-02-23,Electronics,363
2023-02-23,Electronics,90
2023-02-23,Electronics,202
2023-02-23,Clothing,61
2023-02-23,Groceries,27
2023-02-23,Clothing,376
2023-02-23,Clothing,61
2023-02-23,Clothing,402
2023-02-23,Electronics,102
2023-02-23,Furniture,219
2023-02-23,Clothing,165
2023-02-23,Toys,243
2023-02-23,Clothing,242
2023-02-23,Electronics,31
2023-02-23,Furniture,103
2023-02-23,Electronics,105
2023-02-23,Electronics,376
2023-02-23,Electronics,134
2023-02-23,Groceries,150
2023-02-23,Groceries,52
2023-02-23,Groceries,39
2023-02-23,Clothing,338
2023-02-23,Toys,172
2023-02-23,Electronics,30
2023-02-23,Clothing,169
2023-02-23,Clothing,112
2023-02-23,Toys,15
2023-02-23,Toys,165
2023-02-23,Clothing,147
2023-02-23,Groceries,81
2023-02-23,Toys,222
2023-02-23,Electronics,178
2023-02-23,Clothing,39
2023-02-23,Furniture,280
2023-02-23,Furniture,17
2023-02-24,Groceries,70
2023-02-24,Clothing,241
2023-02-24,Furniture,157
2023-02-24,Electronics,88
2023-02-24,Toys,33
2023-02-24,Clothing,116
2023-02-24,Furniture,298
2023-02-24,Electronics,62
2023-02-24,Electronics,52
2023-02-24,Clothing,9
2023-02-24,Groceries,289
2023-02-24,Electronics,211
2023-02-24,Groceries,117
2023-02-24,Electronics,47
2023-02-24,Electronics,230
2023-02-24,Electronics,27
2023-02-24,Clothing,139
2023-02-24,Groceries,228
2023-02-24,Toys,215
2023-02-24,Clothing,226
2023-02-24,Toys,37
2023-02-24,Furniture,88
2023-02-24,Groceries,97
2023-02-24,Groceries,250
2023-02-24,Clothing,73
2023-02-24,Clothing,198
2023-02-24,Clothing,18
2023-02-24,Clothing,295
2023-02-24,Clothing,373
2023-02-24,Toys,368
2023-02-24,Clothing,37
2023-02-24,Clothing,121
2023-02-24,Furniture,77
2023-02-24,Clothing,176
2023-02-24,Furniture,70
2023-02-24,Toys,116
2023-02-24,Groceries,92
2023-02-24,Furniture,354
2023-02-24,Toys,80
2023-02-24,Groceries,216
2023-02-24,Electronics,42
2023-02-24,Clothing,109
2023-02-24,Furniture,160
2023-02-24,Furniture,191
2023-02-24,Toys,110
2023-02-24,Furniture,186
2023-02-24,Furniture,234
2023-02-24,Electronics,295
2023-02-24,Toys,120
2023-02-24,Toys,31
2023-02-24,Toys,157
2023-02-24,Electronics,134
2023-02-24,Clothing,121
2023-02-24,Groceries,165
2023-02-24,Toys,21
2023-02-24,Furniture,95
2023-02-24,Toys,187
2023-02-24,Furniture,48
2023-02-24,Furniture,277
2023-02-24,Groceries,103
2023-02-24,Clothing,31
2023-02-24,Clothing,272
2023-02-24,Toys,188
2023-02-24,Electronics,77
2023-02-24,Toys,11
2023-02-24,Groceries,106
2023-02-24,Furniture,342
2023-02-24,Furniture,233
2023-02-24,Groceries,273
2023-02-24,Furniture,7
2023-02-24,Clothing,118
2023-02-24,Electronics,140
2023-02-24,Groceries,103
2023-02-24,Electronics,200
2023-02-24,Toys,121
2023-02-24,Clothing,17
2023-02-24,Electronics,174
2023-02-24,Groceries,229
2023-02-24,Groceries,397
2023-02-24,Clothing,22
2023-02-24,Electronics,175
2023-02-24,Toys,228
2023-02-24,Electronics,177
2023-02-24,Furniture,58
2023-02-24,Furniture,17
